CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,ORIG_FID,MBG_Width,MBG_Length,MBG_APodX1,MBG_APodY1,MBG_APodX2,MBG_APodY2,MBG_Orientation,Shape_Length,Shape_Area
292,13940,13940,"Blackfoot, ID","Blackfoot, ID Micro Area",M2,2,G3110,5422897822.000000000000000,68476532.000000000000000,+43.2163568,-112.3992058,47,0.738869861828053,1.480190658792959,-113.007759999724158,42.863051000103610,-111.588049000061289,43.281840999762380,73.564859482117186,3.758175717443775,0.786528683097182
 ,13980,13980,"Blacksburg-Christiansburg, VA","Blacksburg-Christiansburg, VA Metro Area",M1,1,G3110,2780565575.000000000000000,43260324.000000000000000,+37.1201194,-080.5591473,48,0.562045304767257,0.851906028044591,-81.014488999867410,37.275385000017764,-80.178124999968759,37.113399999810213,100.961200350188179,2.207497781637176,0.337055734142811
145,14010,14010,"Bloomington, IL","Bloomington, IL Metro Area",M1,1,G3110,3064600918.000000000000000,7801224.000000000000000,+40.4945594,-088.8445391,49,0.476431237800030,0.870788455510657,-89.262650000197311,40.280919000111794,-88.459475000171096,40.617345000271598,67.272647028811264,2.365222856101007,0.351405821516338
144,14020,14020,"Bloomington, IN","Bloomington, IN Metro Area",M1,1,G3110,2019718537.000000000000000,50077032.000000000000000,+39.2417362,-086.6717544,50,0.453483878846825,0.815890911789631,-87.053646000362562,39.342621000258987,-86.317474000124946,38.990870000250368,115.538979060151988,2.070458634470203,0.279040887662146
146,14100,14100,"Bloomsburg-Berwick, PA","Bloomsburg-Berwick, PA Metro Area",M1,1,G3110,1588273574.000000000000000,23967601.000000000000000,+41.0404036,-076.4616535,51,0.506106759312466,0.604366884297027,-76.792878000019641,40.946582999905559,-76.310132999937935,41.310199000283717,53.011996698392799,1.766584077521458,0.216511615895028
 ,14140,14140,"Bluefield, WV-VA","Bluefield, WV-VA Micro Area",M2,2,G3110,3355079253.000000000000000,9910955.000000000000000,+37.2084876,-081.3348396,52,0.567094150769640,1.081825240427690,-81.901867999708372,37.140137999868841,-80.859457000140424,37.429491000209566,74.486381308651687,2.706561910410309,0.444443315907926
 ,14180,14180,"Blytheville, AR","Blytheville, AR Micro Area",M2,2,G3110,2332481583.000000000000000,49826387.000000000000000,+35.7669437,-090.0522072,53,0.585378889128104,0.797464753295461,-90.286899000388530,35.438573000343752,-89.653139999711186,35.922618000120679,52.628557939565063,2.147973427782389,0.289732286313828
406,14220,14220,"Bogalusa, LA","Bogalusa, LA Micro Area",M2,2,G3110,1734245451.000000000000000,16281952.000000000000000,+30.8521435,-090.0462534,54,0.338580737372895,0.626159137397725,-90.346710000366215,30.905426999756287,-89.728005999677123,31.001762999662731,81.149762690523247,1.704764172585521,0.173065804485641
147,14260,14260,"Boise City, ID","Boise City, ID Metro Area",M1,1,G3110,30475329803.000000000000000,171010040.000000000000000,+43.0066485,-116.1419089,55,2.058509569981385,2.947099241718118,-117.026200000329709,42.000194999799476,-115.178964000188444,44.296521000244013,38.814280129402896,8.325327389639998,4.680992585258490
206,14300,14300,"Bonham, TX","Bonham, TX Micro Area",M2,2,G3110,2307251018.000000000000000,20847065.000000000000000,+33.5911611,-096.1049882,56,0.480831847594947,0.733578545764878,-96.384494999644460,33.341118999642163,-95.846536000236199,33.839854999708507,47.166732674337730,1.922003293051571,0.240046072023539
 ,14380,14380,"Boone, NC","Boone, NC Micro Area",M2,2,G3110,809217076.000000000000000,2275614.000000000000000,+36.2353679,-081.7098875,57,0.277907874452322,0.470383954215388,-81.918118999991805,36.287129000403070,-81.455791999900839,36.200441000251999,100.619857319918651,1.164760095418843,0.089700063755950
108,14420,14420,"Borger, TX","Borger, TX Micro Area",M2,2,G3110,2298408152.000000000000000,19507502.000000000000000,+35.8370470,-101.3627461,58,0.431347929612618,0.688782940574270,-101.622830999850748,35.624056999630852,-101.085734999770409,36.055275999587764,51.240016777071354,1.935853188873358,0.231435840217789
148,14460,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,1,G3110,9029114828.000000000000000,2654672640.000000000000000,+42.5176060,-071.0219925,59,1.256419531388881,2.041740741681839,-71.127807999839263,43.572786999820266,-70.752423999967561,41.565850999623990,169.405623243924850,5.283307171863361,1.849502099801382
216,14500,14500,"Boulder, CO","Boulder, CO Metro Area",M1,1,G3110,1881309466.000000000000000,36493405.000000000000000,+40.0949699,-105.3976911,60,0.349467997453815,0.714196296211549,-105.693452000209618,39.941528999963452,-105.055089000357043,40.261793000346756,63.357274360955003,1.881149096556834,0.214829085995277
150,14540,14540,"Bowling Green, KY","Bowling Green, KY Metro Area",M1,1,G3110,4182927267.000000000000000,61820195.000000000000000,+37.0468241,-086.3970408,61,0.694786068380678,1.106253344818048,-86.922165000314465,37.180150999668967,-85.950660999805280,36.651023000111422,118.574845372996066,2.852457128720473,0.535275667767522
 ,14580,14580,"Bozeman, MT","Bozeman, MT Micro Area",M2,2,G3110,6746958038.000000000000000,74488978.000000000000000,+45.5180536,-111.1639214,62,1.015815409556181,1.737433116926311,-111.059970000315218,44.477349999802698,-110.783832999693175,46.192699000058838,9.145020702561482,4.477082298677884,1.128487121759901
 ,14620,14620,"Bradford, PA","Bradford, PA Micro Area",M2,2,G3110,2536067959.000000000000000,13048802.000000000000000,+41.8145902,-078.5724631,63,0.397636223994085,0.838363188743869,-78.956055999984358,41.623863000277311,-78.206603999774757,41.999595000009322,63.373454740130207,2.224442865620251,0.286982735836598
 ,14660,14660,"Brainerd, MN","Brainerd, MN Micro Area",M2,2,G3110,7821343702.000000000000000,1426297731.000000000000000,+46.7672909,-094.2238624,64,1.011197836053542,1.520122751260992,-94.670214000075987,47.410151000268513,-93.810361999806389,46.156585000197651,145.552807715847649,4.155438949799868,1.193142987817022
 ,14700,14700,"Branson, MO","Branson, MO Micro Area",M2,2,G3110,1637832031.000000000000000,49907618.000000000000000,+36.6498267,-093.0428188,65,0.318736890572709,0.630751161660742,-93.315331999771956,36.498139999661305,-92.764869000204158,36.806096999976603,60.775131170742050,1.710069860341573,0.170413677050376
 ,14720,14720,"Breckenridge, CO","Breckenridge, CO Micro Area",M2,2,G3110,1575590637.000000000000000,28283537.000000000000000,+39.6210227,-106.1375545,66,0.436169458130687,0.734470348107477,-106.440300999991109,39.918323000006524,-105.775743999985593,39.605576000032443,115.202132587983002,1.892851859246472,0.213301673549281
500,14740,14740,"Bremerton-Silverdale-Port Orchard, WA","Bremerton-Silverdale-Port Orchard, WA Metro Area",M1,1,G3110,1023372595.000000000000000,442123262.000000000000000,+47.6395948,-122.6496339,67,0.449203719524023,0.685900773526703,-123.038403999844661,47.520236000191289,-122.432677999589998,47.842037000407288,62.019857066216176,1.848165131822799,0.220339488728864
288,14780,14780,"Brenham, TX","Brenham, TX Micro Area",M2,2,G3110,1564854987.000000000000000,45471813.000000000000000,+30.2150752,-096.4102717,68,0.347624326075262,0.721554637105008,-96.794552000374495,30.160544999851936,-96.084068000337936,30.286456000244243,79.950460366051857,1.757209600150301,0.186762138871727
120,14820,14820,"Brevard, NC","Brevard, NC Micro Area",M2,2,G3110,979930393.000000000000000,5103716.000000000000000,+35.2101025,-082.8166660,69,0.324209450998362,0.504476627386368,-83.056933999904118,35.053864000323415,-82.610185999684120,35.288198999584210,62.321413340598532,1.341078409411950,0.110402790753694
408,14860,14860,"Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT Metro Area",M1,1,G3110,1618659464.000000000000000,549285481.000000000000000,+41.2274128,-073.3670614,70,0.626168843791303,0.777708184328391,-73.518079999692191,41.666723000066440,-72.999547000393704,41.087107999734428,138.183667665603025,2.231439415560558,0.305073681658972
298,15020,15020,"Brookhaven, MS","Brookhaven, MS Micro Area",M2,2,G3110,1518269800.000000000000000,5291052.000000000000000,+31.5352155,-090.4535663,71,0.367043178443930,0.603522167717091,-90.736823999627859,31.698491000259480,-90.243890000023441,31.350274000444813,125.238036718380727,1.617792731863670,0.163330389663701
 ,15060,15060,"Brookings, OR","Brookings, OR Micro Area",M2,2,G3110,4217488411.000000000000000,934615925.000000000000000,+42.4664387,-124.2109292,72,0.921848273184671,1.205217805886888,-124.552372999814054,42.954310999752863,-123.822040999992112,41.995580000116945,142.700956817605885,3.277831981829648,0.725021194593577
 ,15100,15100,"Brookings, SD","Brookings, SD Micro Area",M2,2,G3110,2051856894.000000000000000,32918643.000000000000000,+44.3766745,-096.7977971,73,0.348449178667833,0.761833630344165,-97.129670999616906,44.195933000307775,-96.451819999893019,44.543651999640133,62.843418594907064,2.047190592689203,0.235641683027488
297,15140,15140,"Brownsville, TN","Brownsville, TN Micro Area",M2,2,G3110,1380741545.000000000000000,2472509.000000000000000,+35.5866782,-089.2826913,74,0.422204230710200,0.507290123872148,-89.401804999800845,35.822657000320362,-89.078875999727586,35.431428000002256,140.462986982373423,1.464686658029624,0.147947897109118
154,15180,15180,"Brownsville-Harlingen, TX","Brownsville-Harlingen, TX Metro Area",M1,1,G3110,2309341040.000000000000000,996596429.000000000000000,+26.1029227,-097.4789584,75,0.567401898076879,0.856839656645327,-97.861875000330940,26.348155999999449,-97.091120999834231,25.973839999916095,115.903486793277594,2.291096094247723,0.348457788502420
 ,15220,15220,"Brownwood, TX","Brownwood, TX Micro Area",M2,2,G3110,2446120247.000000000000000,32375524.000000000000000,+31.7641372,-098.9984560,76,0.535017689844311,0.676147418591396,-99.184100000114881,31.453732999678266,-98.924401000305863,32.078017999631015,22.587031988035605,1.952144517848090,0.241955258083342
 ,15260,15260,"Brunswick, GA","Brunswick, GA Metro Area",M1,1,G3110,3351783286.000000000000000,808626797.000000000000000,+31.3017391,-081.5889087,77,0.704297497499641,1.233498514821937,-82.284255999714560,31.192195999645719,-81.095382999925448,31.520980999973233,74.541119747749008,3.039587319724078,0.558531450471788
360,15340,15340,"Bucyrus-Galion, OH","Bucyrus-Galion, OH Micro Area",M2,2,G3110,1040619651.000000000000000,2359514.000000000000000,+40.8485244,-082.9247827,78,0.292219044697332,0.484893362500501,-83.111359999764147,40.702915000127234,-82.724792000350476,40.995638000293525,52.865702943992325,1.347335566107381,0.112471257944786
160,15380,15380,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga, NY Metro Area",M1,1,G3110,4053536100.000000000000000,2075733430.000000000000000,+43.0443711,-078.7773351,79,0.850257989983372,1.273672105041163,-78.920445999982860,42.442556000059426,-78.468711000012604,43.633428000302047,20.773303291176816,3.564144163688477,0.840920934410411
 ,15420,15420,"Burley, ID","Burley, ID Micro Area",M2,2,G3110,8605508247.000000000000000,53087125.000000000000000,+42.3691987,-113.6424237,80,1.209871068053127,1.485591812881777,-114.281855000407916,41.994214000076113,-113.413866999962067,43.199858999892967,35.751496031255570,4.301320319786996,1.200528953739983
178,17140,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,1,G3110,11774658041.000000000000000,219181675.000000000000000,+39.0998213,-084.4804072,81,1.188780515604380,1.822888175390699,-85.298609000005285,39.525472999579335,-83.705311000202471,38.639852999916059,119.067090370358216,4.682233303417124,1.541967612482177
 ,17220,17220,"Clarksburg, WV","Clarksburg, WV Micro Area",M2,2,G3110,2353008390.000000000000000,10803695.000000000000000,+39.2883500,-080.4315298,82,0.374400645309430,1.032047912629958,-80.913839999816105,39.272946999604414,-79.894687999951202,39.435588000385962,80.932929156868255,2.380383587285045,0.301459823104716
 ,17260,17260,"Clarksdale, MS","Clarksdale, MS Micro Area",M2,2,G3110,1430939226.000000000000000,79418658.000000000000000,+34.2286699,-090.6031650,83,0.498002706941883,0.635254452459207,-90.957231999657040,34.122146999984125,-90.397526000124742,34.422609000005423,61.772157317680090,1.761613141752311,0.205387213889766
 ,17300,17300,"Clarksville, TN-KY","Clarksville, TN-KY Metro Area",M1,1,G3110,5589223910.000000000000000,218082133.000000000000000,+36.6957098,-087.6243072,84,0.845046122851776,1.115654845537307,-88.157346999764172,36.867183000295256,-87.120442999644695,36.455460000078972,111.656519705989879,3.126756668330590,0.703021491635767
 ,17340,17340,"Clearlake, CA","Clearlake, CA Micro Area",M2,2,G3110,3254349190.000000000000000,188851723.000000000000000,+39.0948019,-122.7467569,85,0.574548465224670,0.998243493223244,-123.063181000302905,39.503538999825025,-122.463890000023468,38.705202999918583,143.105352924696376,2.589524759193675,0.448567049129983
185,17380,17380,"Cleveland, MS","Cleveland, MS Micro Area",M2,2,G3110,2270541557.000000000000000,75515374.000000000000000,+33.7991391,-090.8841199,86,0.542286026826043,0.810806138051836,-91.219296999756693,33.532364000198527,-90.659457000340240,34.118866999812269,43.667587288173415,2.066982843383464,0.282245241252672
