cbsa_code,cbsa,top5_80,top5_90,top5_00,top5_10,top5_20
19740,"Denver-Aurora-Lakewood, CO",Congress Park | Speer | City Park | Capitol Hill | Cherry Creek,Washington Park West | Speer | Cory - Merrill | University | Virginia Village,Sloan Lake | Five Points | West Highland | University | Lowry Field,Berkeley | Sunnyside | West Colfax | North Capitol Hill | Capitol Hill,Westwood | Delmar Parkway | Montbello | Northeast Park Hill | North Aurora
19760,"DeRidder, LA",,,,,
19780,"Des Moines-West Des Moines, IA",Sheridan Gardens | Westwood | Pioneer Park | Fairmont Park | Watrous South,Downtown Des Moines | Fairmont Park | Pioneer Park | Sheridan Gardens | Watrous South,Sheridan Gardens | Westwood | Pioneer Park | Fairmont Park | Watrous South,Downtown Des Moines | Woodland Heights | Sheridan Gardens | Fairmont Park | Watrous South,Indianola Hills | Watrous South | Prospect Park | Sheridan Gardens | Fairmont Park
19820,"Detroit-Warren-Dearborn, MI",Wayne State | Elmwood Park | Park | East English Village | Riverdale,New Center | Midtown | Park | East English Village | Riverdale,Eastborn | Fordson | Woodworth | East English Village | Riverdale,Millenium Village | Medical Center | Islandview | Brightmoor | Brush Park,Hubbard-Richard | Southwest Detroit | Islandview | McDougall-Hunt | Jefferson Chalmers
19860,"Dickinson, ND",,,,,
19940,"Dixon, IL",,,,,
19980,"Dodge City, KS",,,,,
20020,"Dothan, AL",,,,,
20060,"Douglas, GA",,,,,
20100,"Dover, DE",,,,,
20140,"Dublin, GA",,,,,
20180,"DuBois, PA",,,,,
20220,"Dubuque, IA",Langworthy District | North End | Eagle Point,Langworthy District | North End | Eagle Point,Langworthy District | North End | Eagle Point,Langworthy District | North End | Eagle Point,Langworthy District | North End | Eagle Point
20260,"Duluth, MN-WI",Morgan Park | Chester Park/UMD | Endion | Hunters Park | Lakeside/Lester Park,Central Hillside | Hunters Park | Endion | Morgan Park | Lakeside/Lester Park,East Hillside | Hunters Park | Endion | Morgan Park | Lakeside/Lester Park,Central Business District | East Hillside | Morgan Park | Hunters Park | Lakeside/Lester Park,Morgan Park | Chester Park/UMD | Endion | Hunters Park | Lakeside/Lester Park
20300,"Dumas, TX",,,,,
20340,"Duncan, OK",,,,,
20420,"Durango, CO",,,,,
20460,"Durant, OK",,,,,
20500,"Durham-Chapel Hill, NC",Forest Hills | Anderson St. / Wrightwood Park | American Village | The Hills at Southpoint | Woodcroft,Forest Hills | Anderson St. / Wrightwood Park | American Village | The Hills at Southpoint | Woodcroft,Forest Hills | Anderson St. / Wrightwood Park | American Village | The Hills at Southpoint | Woodcroft,Old West Durham | Central Park | Forest Hills | The Hills at Southpoint | Woodcroft,Golden Belt | Colonial Village | Walltown | Old East Durham | Burch Avenue
20540,"Dyersburg, TN",,,,,
20580,"Eagle Pass, TX",,,,,
20660,"Easton, MD",,,,,
20700,"East Stroudsburg, PA",,,,,
20740,"Eau Claire, WI",North Side Hill | Third Ward | East Hill | Upper Westside | Putnam Heights,North Side Hill | Third Ward | East Hill | Upper Westside | Putnam Heights,North Side Hill | Third Ward | East Hill | Upper Westside | Putnam Heights,North Side Hill | Third Ward | East Hill | Upper Westside | Putnam Heights,Upper Westside | North Side Hill | Third Ward | East Hill | Putnam Heights
20780,"Edwards, CO",,,,,
20820,"Effingham, IL",,,,,
20900,"El Campo, TX",,,,,
20940,"El Centro, CA",,,,,
20980,"El Dorado, AR",,,,,
21020,"Elizabeth City, NC",,,,,
21060,"Elizabethtown-Fort Knox, KY",,,,,
21120,"Elk City, OK",,,,,
21140,"Elkhart-Goshen, IN",Downtown | East Jackson | Bower | Historic Roosevelt | Middlebury South,Downtown | East Jackson | Bower | Historic Roosevelt | Middlebury South,Downtown | East Jackson | Bower | Historic Roosevelt | Middlebury South,Downtown | East Jackson | Bower | Historic Roosevelt | Middlebury South,Downtown | East Jackson | Bower | Historic Roosevelt | Middlebury South
21180,"Elkins, WV",,,,,
21220,"Elko, NV",,,,,
21260,"Ellensburg, WA",,,,,
21300,"Elmira, NY",,,,,
21340,"El Paso, TX",North Hills | Northwest | Lower Valley | East Side | Save the Valley 21,Manhattan Heights | Sunset Heights | Lower Valley | Central | Northwest,Central | Ysleta Mission Valley | Northwest | East Side | Save the Valley 21,East Side | Central | Lower Valley | Northwest | Save the Valley 21,Central | El Paso Lower Valley | Lower Valley | Northeast | Save the Valley 21
21380,"Emporia, KS",,,,,
21420,"Enid, OK",,,,,
21460,"Enterprise, AL",,,,,
21500,"Erie, PA",,,,,
21540,"Escanaba, MI",,,,,
21580,"Espa–ola, NM",,,,,
21640,"Eufaula, AL-GA",,,,,
21660,"Eugene-Springfield, OR",Fairmount | Cal Young | Harlow | Bethel | Churchill,Fairmount | Cal Young | Harlow | Bethel | Churchill,Fairmount | Cal Young | Harlow | Bethel | Churchill,Jefferson Westside | Bethel | Harlow | Fairmount | Churchill,Fairmount | Cal Young | Harlow | Bethel | Churchill
21700,"Eureka-Arcata, CA",,,,,
21740,"Evanston, WY",,,,,
21780,"Evansville, IN-KY",Presidents | Wheeler | Mount Auburn | University South | Ross Center,Downtown | University South | Mount Auburn | Presidents | Ross Center,Presidents | Wheeler | Mount Auburn | University South | Ross Center,Presidents | Wheeler | Mount Auburn | University South | Ross Center,Wheeler | Ballard | Culver | University South | Ross Center
21820,"Fairbanks, AK",Bjerremark,Bjerremark,Bjerremark,Bjerremark,Bjerremark
21840,"Fairfield, IA",,,,,
21860,"Fairmont, MN",,,,,
21900,"Fairmont, WV",,,,,
21980,"Fallon, NV",,,,,
22020,"Fargo, ND-MN",Stonebridge | Longfellow | Westgate | Clara Barton | Lincoln,Stonebridge | Longfellow | Westgate | Clara Barton | Lincoln,Stonebridge | Longfellow | Westgate | Clara Barton | Lincoln,Downtown | Hawthorne | Stonebridge | Clara Barton | Lincoln,Stonebridge | Longfellow | Westgate | Clara Barton | Lincoln
22060,"Faribault-Northfield, MN",,,,,
22100,"Farmington, MO",,,,,
22140,"Farmington, NM",,,,,
22180,"Fayetteville, NC",,,,,
22220,"Fayetteville-Springdale-Rogers, AR",Sang Valley,Sang Valley,Sang Valley,Sang Valley,Sang Valley
22260,"Fergus Falls, MN",,,,,
22280,"Fernley, NV",,,,,
22300,"Findlay, OH",,,,,
22340,"Fitzgerald, GA",,,,,
22380,"Flagstaff, AZ",Sunnyside | Lower Greenlaw Esates | University Heights/Highlands | Railroad Springs | Northern Arizona University,Sunnyside | Lower Greenlaw Esates | University Heights/Highlands | Railroad Springs | Northern Arizona University,Sunnyside | Lower Greenlaw Esates | University Heights/Highlands | Railroad Springs | Northern Arizona University,Sunnyside | Lower Greenlaw Esates | University Heights/Highlands | Railroad Springs | Northern Arizona University,Railroad Springs | Sunnyside | Lower Greenlaw Esates | University Heights/Highlands | Northern Arizona University
22420,"Flint, MI",New Community Block | Bel-Air  Woods | College Cultural | Circle Drive | Ballenger Square Community,Mott Park | Circle Drive | College Cultural | New Community Block | Ballenger Square Community,New Community Block | Bel-Air  Woods | College Cultural | Circle Drive | Ballenger Square Community,South Parks | Circle Drive | College Cultural | New Community Block | Ballenger Square Community,New Community Block | Bel-Air  Woods | College Cultural | Circle Drive | Ballenger Square Community
22500,"Florence, SC",,,,,
22520,"Florence-Muscle Shoals, AL",,,,,
22540,"Fond du Lac, WI",,,,,
22580,"Forest City, NC",,,,,
22620,"Forrest City, AR",,,,,
22660,"Fort Collins, CO",Dakota Ridge | Indian Hills | Rodgers Park | Wagon Wheel | Brown Farm,Provincetowne | Wagon Wheel | Rodgers Park | Dakota Ridge | Brown Farm,Evergreen | Wagon Wheel | Rodgers Park | Dakota Ridge | Brown Farm,Prospects/Shields | Old Town West | Matinez park | Wagon Wheel | Brown Farm,City Park | Avery Park | Dakota Ridge | Wagon Wheel | Brown Farm
22700,"Fort Dodge, IA",,,,,
22780,"Fort Leonard Wood, MO",,,,,
22800,"Fort Madison-Keokuk, IA-IL-MO",,,,,
22820,"Fort Morgan, CO",,,,,
22840,"Fort Payne, AL",,,,,
22860,"Fort Polk South, LA",,,,,
22900,"Fort Smith, AR-OK",,,,,
23060,"Fort Wayne, IN",Falls of Beaver Creek | Maplewood Terrace and Downs | Foxchase | Village of Buckingham | Lincoln Village,Falls of Beaver Creek | Maplewood Terrace and Downs | Foxchase | Village of Buckingham | Lincoln Village,Falls of Beaver Creek | Maplewood Terrace and Downs | Foxchase | Village of Buckingham | Lincoln Village,Oakdale | Village of Buckingham | Foxchase | Falls of Beaver Creek | Lincoln Village,Memorial Park | Village of Buckingham | Foxchase | Falls of Beaver Creek | Lincoln Village
23140,"Frankfort, IN",,,,,
23180,"Frankfort, KY",,,,,
23240,"Fredericksburg, TX",,,,,
23300,"Freeport, IL",,,,,
23340,"Fremont, NE",,,,,
23380,"Fremont, OH",,,,,
23420,"Fresno, CA",Bullard | Woodward Park | Mclane | West | Roosevelt,Edison | Woodward Park | Mclane | West | Roosevelt,Roosevelt | Fresno High Roeding | Mclane | West | Woodward Park,Roosevelt | West | Bullard | Mclane | Woodward Park,Roosevelt | Fresno High Roeding | West | Mclane | Edison
23460,"Gadsden, AL",,,,,
23500,"Gaffney, SC",,,,,
23540,"Gainesville, FL",University Park | Sutters Landing | Capri | Suburban Heights | Kirkwood,University Park | Sutters Landing | Capri | Suburban Heights | Kirkwood,University Park | Sutters Landing | Capri | Suburban Heights | Kirkwood,University Park | Sutters Landing | Capri | Suburban Heights | Kirkwood,University Park | Sutters Landing | Capri | Suburban Heights | Kirkwood
23580,"Gainesville, GA",,,,,
23620,"Gainesville, TX",,,,,
23660,"Galesburg, IL",,,,,
23700,"Gallup, NM",,,,,
23780,"Garden City, KS",,,,,
23820,"Gardnerville Ranchos, NV",,,,,
23860,"Georgetown, SC",,,,,
23900,"Gettysburg, PA",,,,,
23940,"Gillette, WY",,,,,
23980,"Glasgow, KY",,,,,
24020,"Glens Falls, NY",West Glens Falls | Glens Falls North,West Glens Falls | Glens Falls North,West Glens Falls | Glens Falls North,West Glens Falls | Glens Falls North,West Glens Falls | Glens Falls North
24060,"Glenwood Springs, CO",,,,,
24100,"Gloversville, NY",,,,,
24140,"Goldsboro, NC",,,,,
24180,"Granbury, TX",,,,,
24220,"Grand Forks, ND-MN",,,,,
24260,"Grand Island, NE",,,,,
24300,"Grand Junction, CO",,,,,
24330,"Grand Rapids, MN",,,,,
24340,"Grand Rapids-Kentwood, MI",Heritage Hill | Alger Heights | Creston | Michigan Oaks | Westside Connection,Heartside | Alger Heights | Creston | Michigan Oaks | Westside Connection,Michigan Oaks | Garfield Park | Creston | Alger Heights | Westside Connection,East Hills | Heritage Hill | Belknap Lookout | Midtown | SWAN,West Grand | South East Community | Belknap Lookout | Black Hills | Westside Connection
24380,"Grants, NM",,,,,
24420,"Grants Pass, OR",,,,,
24460,"Great Bend, KS",,,,,
24500,"Great Falls, MT",,,,,
24540,"Greeley, CO",,,,,
24580,"Green Bay, WI",Olde North | Firemans Park | Colburn | Mather Heights | Wilder Park,Astor | Mather Heights | Colburn | Olde North | Wilder Park,Olde North | Firemans Park | Colburn | Mather Heights | Wilder Park,Olde North | Firemans Park | Colburn | Mather Heights | Wilder Park,Olde North | Firemans Park | Colburn | Mather Heights | Wilder Park
24620,"Greeneville, TN",,,,,
24660,"Greensboro-High Point, NC",Aycock,Aycock,Aycock,Aycock,Aycock
24700,"Greensburg, IN",,,,,
24740,"Greenville, MS",,,,,
24780,"Greenville, NC",Tar River | College Court | Brook Valley North,Tar River | College Court | Brook Valley North,Tar River | College Court | Brook Valley North,Tar River | College Court | Brook Valley North,Tar River | College Court | Brook Valley North
24820,"Greenville, OH",,,,,
24860,"Greenville-Anderson, SC",West Greenville | Viola Street | Haynie-Sirrine | Southern Side | Nicholtown,West Greenville | Viola Street | Haynie-Sirrine | Southern Side | Nicholtown,West Greenville | Viola Street | Haynie-Sirrine | Southern Side | Nicholtown,Green Ave | Southern Side | Haynie-Sirrine | West Greenville | Nicholtown,Southern Side | West Greenville | Viola Street | Haynie-Sirrine | Nicholtown
24900,"Greenwood, MS",,,,,
24940,"Greenwood, SC",,,,,
24980,"Grenada, MS",,,,,
25020,"Guayama, PR",,,,,
25060,"Gulfport-Biloxi, MS",East Biloxi | West Biloxi | North Biloxi | East Biloxi,East Biloxi | West Biloxi | North Biloxi | East Biloxi,East Biloxi | West Biloxi | North Biloxi | East Biloxi,East Biloxi | West Biloxi | North Biloxi | East Biloxi,East Biloxi | West Biloxi | North Biloxi | East Biloxi
25100,"Guymon, OK",,,,,
25180,"Hagerstown-Martinsburg, MD-WV",,,,,
25200,"Hailey, ID",,,,,
25220,"Hammond, LA",,,,,
25260,"Hanford-Corcoran, CA",,,,,
25300,"Hannibal, MO",,,,,
25420,"Harrisburg-Carlisle, PA",Allison Hill | Midtown | South Harrisburg | Uptown,Midtown | South Harrisburg | Allison Hill | Uptown,Allison Hill | Midtown | South Harrisburg | Uptown,Midtown | South Harrisburg | Allison Hill | Uptown,Uptown | South Harrisburg | Midtown | Allison Hill
25460,"Harrison, AR",,,,,
25500,"Harrisonburg, VA",Sunrise Heights | Old Town | Devon Lane | Waterman | Northeast,Sunrise Heights | Old Town | Devon Lane | Waterman | Northeast,Sunrise Heights | Old Town | Devon Lane | Waterman | Northeast,Sunrise Heights | Old Town | Devon Lane | Waterman | Northeast,Sunrise Heights | Old Town | Devon Lane | Waterman | Northeast
25540,"Hartford-East Hartford-Middletown, CT",Asylum Hill | Blue Hills | West End | Sheldon-Charter Oak | South West,Frog Hollow | Sheldon-Charter Oak | West End | Asylum Hill | South West,North East | Downtown | Asylum Hill | Sheldon-Charter Oak | South West,Frog Hollow | Sheldon-Charter Oak | West End | Asylum Hill | South West,Behind the Rocks | North East | Asylum Hill | Upper Albany | South West
25580,"Hastings, NE",,,,,
25620,"Hattiesburg, MS",Innswood | The Oaks | The Highlands | Hattiesburg High School | Midway,Innswood | The Oaks | The Highlands | Hattiesburg High School | Midway,Innswood | The Oaks | The Highlands | Hattiesburg High School | Midway,Innswood | The Oaks | The Highlands | Hattiesburg High School | Midway,Mobile-Bouie | Hattiesburg High School | The Highlands | Innswood | Midway
25700,"Hays, KS",,,,,
25720,"Heber, UT",Lower Deer Valley | Park Meadows,Lower Deer Valley | Park Meadows,Lower Deer Valley | Park Meadows,Lower Deer Valley | Park Meadows,Lower Deer Valley | Park Meadows
25740,"Helena, MT",Central | Helena Valley Northeast | Helena Valley West Central,Central | Helena Valley Northeast | Helena Valley West Central,Central | Helena Valley Northeast | Helena Valley West Central,Central | Helena Valley Northeast | Helena Valley West Central,Central | Helena Valley Northeast | Helena Valley West Central
25760,"Helena-West Helena, AR",,,,,
25780,"Henderson, NC",,,,,
25820,"Hereford, TX",,,,,
25840,"Hermiston-Pendleton, OR",,,,,
25860,"Hickory-Lenoir-Morganton, NC",Westmont | Highland | Kenworth,Westmont | Highland | Kenworth,Westmont | Highland | Kenworth,Westmont | Highland | Kenworth,Westmont | Highland | Kenworth
25880,"Hillsdale, MI",,,,,
25900,"Hilo, HI",,,,,
25940,"Hilton Head Island-Bluffton, SC",Hilton Head Plantation | Palmetto Hall | Shipyard | Forest Beach | Palmetto Dunes,Hilton Head Plantation | Palmetto Hall | Shipyard | Forest Beach | Palmetto Dunes,Hilton Head Plantation | Palmetto Hall | Shipyard | Forest Beach | Palmetto Dunes,Hilton Head Plantation | Palmetto Hall | Shipyard | Forest Beach | Palmetto Dunes,Hilton Head Plantation | Palmetto Hall | Shipyard | Forest Beach | Palmetto Dunes
25980,"Hinesville, GA",,,,,
26020,"Hobbs, NM",,,,,
26090,"Holland, MI",,,,,
26140,"Homosassa Springs, FL",,,,,
26220,"Hood River, OR",,,,,
26260,"Hope, AR",,,,,
26300,"Hot Springs, AR",,,,,
26340,"Houghton, MI",,,,,
26380,"Houma-Thibodaux, LA",,,,,
26420,"Houston-The Woodlands-Sugar Land, TX",Greater Inwood | Acres Home | Greater Fondren Southwest | Golfcrest - Bellfort - Reveille | Oak Forest - Garden Oaks,Greater Heights | Greater Third Ward | Medical Center Area | Washington Avenue Coalition - Memorial Park | Astrodome Area,Washington Avenue Coalition - Memorial Park | Greater Heights | Spring Branch East | Greater Third Ward | Midtown,Greater Heights | Greater Eastwood | Greater Third Ward | Northside Village | Central Southwest,Northside Village | Second Ward | Westwood | Ost - South Union | Independence Heights
26460,"Hudson, NY",,,,,
26500,"Huntingdon, PA",,,,,
26540,"Huntington, IN",,,,,
26580,"Huntington-Ashland, WV-KY-OH",,,,,
26620,"Huntsville, AL",Chaffee | University Park,Chaffee | University Park,Chaffee | University Park,Chaffee | University Park,University Park | Chaffee
26660,"Huntsville, TX",,,,,
26700,"Huron, SD",,,,,
26740,"Hutchinson, KS",,,,,
26780,"Hutchinson, MN",,,,,
26820,"Idaho Falls, ID",,,,,
26860,"Indiana, PA",,,,,
26900,"Indianapolis-Carmel-Anderson, IN",Southern Dunes | Far Eastside | Linden Wood | Castleton | Eagle Creek,Near Northside | Downtown | Irvington | Meridian Kessler | Eagle Creek,Near Eastside | Near Northside | Downtown | Castleton | Eagle Creek,Mapleton-Fall Creek | Martindale-Brightwood | Near NW-Riverside | Near Northside | Fairgrounds,Near Southside | Near Eastside | Fountain Square | Martindale-Brightwood | Mapleton-Fall Creek
26940,"Indianola, MS",,,,,
26980,"Iowa City, IA",Morningslde-Glendale | Eastside | Pepperwood | Lucas Farms | Washington Hills,Morningslde-Glendale | Eastside | Pepperwood | Lucas Farms | Washington Hills,Morningslde-Glendale | Eastside | Pepperwood | Lucas Farms | Washington Hills,Morningslde-Glendale | Eastside | Pepperwood | Lucas Farms | Washington Hills,Morningslde-Glendale | Eastside | Pepperwood | Lucas Farms | Washington Hills
27020,"Iron Mountain, MI-WI",,,,,
27060,"Ithaca, NY",Northeast Ithaca | Northwest Ithaca | South Hill | South Hill,Northeast Ithaca | Northwest Ithaca | South Hill | South Hill,Northeast Ithaca | Northwest Ithaca | South Hill | South Hill,Northeast Ithaca | Northwest Ithaca | South Hill | South Hill,Northeast Ithaca | Northwest Ithaca | South Hill | South Hill
27100,"Jackson, MI",,,,,
27140,"Jackson, MS",Sheffield | Windsor Forest | Virden | Northbrook | Presidential Hills,Sheffield | Windsor Forest | Virden | Northbrook | Presidential Hills,Sheffield | Windsor Forest | Virden | Northbrook | Presidential Hills,Sheffield | Windsor Forest | Virden | Northbrook | Presidential Hills,Virden | Farish Street Historic District | Citizens Southwest | Northbrook | Presidential Hills
27160,"Jackson, OH",,,,,
27180,"Jackson, TN",,,,,
27220,"Jackson, WY-ID",,,,,
27260,"Jacksonville, FL",Crystal Springs | Confederate Point | Chimney Lakes | Ortega Farms | Pumpkin Hill,San Marco | Secret Cove | Lakeshore | Arlingwood | Pumpkin Hill,Riverside | Springfield | Biltmore | Secret Cove | Pumpkin Hill,Springfield | Downtown Jacksonville | Sans Souci | Pecan Park | Jacksonville Farms-Terrace,North Beach | Wesconnett | Lake Lucina | Secret Cove | Pumpkin Hill
27300,"Jacksonville, IL",,,,,
27340,"Jacksonville, NC",,,,,
27380,"Jacksonville, TX",,,,,
27420,"Jamestown, ND",,,,,
27460,"Jamestown-Dunkirk-Fredonia, NY",,,,,
27500,"Janesville-Beloit, WI",,,,,
27530,"Jasper, AL",,,,,
27540,"Jasper, IN",,,,,
27580,"Jayuya, PR",,,,,
27600,"Jefferson, GA",,,,,
27620,"Jefferson City, MO",,,,,
27660,"Jennings, LA",,,,,
27700,"Jesup, GA",,,,,
27740,"Johnson City, TN",South Side | West Davis Park,South Side | West Davis Park,South Side | West Davis Park,South Side | West Davis Park,South Side | West Davis Park
27780,"Johnstown, PA",,,,,
27860,"Jonesboro, AR",Philadelphia | Downtown | Ridgepointe | East End | Scenic Hills,Philadelphia | Downtown | Ridgepointe | East End | Scenic Hills,Philadelphia | Downtown | Ridgepointe | East End | Scenic Hills,Philadelphia | Downtown | Ridgepointe | East End | Scenic Hills,University | Philadelphia | Ridgepointe | East End | Scenic Hills
27900,"Joplin, MO",,,,,
27940,"Juneau, AK",,,,,
27980,"Kahului-Wailuku-Lahaina, HI",,,,,
28020,"Kalamazoo-Portage, MI",Parkview Hills | Oakland-Winchell | W MU-KRPH | South Westnedge | Burke Acres,South Westnedge | Milwood | W MU-KRPH | Oakland-Winchell | Burke Acres,CBD | Oakland-Winchell | W MU-KRPH | South Westnedge | Burke Acres,West Douglas | Oakland-Winchell | W MU-KRPH | South Westnedge | Burke Acres,Edison | Oakland-Winchell | W MU-KRPH | South Westnedge | Burke Acres
28060,"Kalispell, MT",,,,,
28100,"Kankakee, IL",,,,,
28140,"Kansas City, MO-KS",Heritage Hills | Southmoor Gardens | Milburn | Tomahawk Ridge | Santa Fe Hills,West Plaza | Southmoreland | Plaza Westport | North Hyde Park | South Hyde Park,Central Business District - Downtown | Tomahawk Ridge | Milburn | Heritage Hills | Santa Fe Hills,East Community Team North | Rosedale | Southmoreland | South Hyde Park | Volker,Strawberry Hill | Linwood Homeowner - Ivanhoe | Beacon Hills | Tomahawk Ridge | Santa Fe Hills
28180,"Kapaa, HI",,,,,
28260,"Kearney, NE",,,,,
28300,"Keene, NH",,,,,
28340,"Kendallville, IN",,,,,
28380,"Kennett, MO",,,,,
28420,"Kennewick-Richland, WA",,,,,
28500,"Kerrville, TX",,,,,
28540,"Ketchikan, AK",,,,,
28580,"Key West, FL",Midtown | Old Town | Casa Marina | Duvall Street,Midtown | Old Town | Casa Marina | Duvall Street,Midtown | Casa Marina | Old Town | Duvall Street,Midtown | Old Town | Casa Marina | Duvall Street,Midtown | Old Town | Casa Marina | Duvall Street
28620,"Kill Devil Hills, NC",,,,,
28660,"Killeen-Temple, TX",,,,,
28700,"Kingsport-Bristol, TN-VA",,,,,
28740,"Kingston, NY",,,,,
28780,"Kingsville, TX",,,,,
28820,"Kinston, NC",,,,,
28860,"Kirksville, MO",,,,,
28900,"Klamath Falls, OR",,,,,
28940,"Knoxville, TN",Fort Sanders | Downtown Knoxville | South Knoxville | Park City | Mornngside,Fort Sanders | Downtown Knoxville | South Knoxville | Park City | Mornngside,Fort Sanders | Downtown Knoxville | South Knoxville | Park City | Mornngside,Fort Sanders | Downtown Knoxville | South Knoxville | Park City | Mornngside,Parkridge | Park City | South Knoxville | Fort Sanders | Mornngside
29020,"Kokomo, IN",,,,,
29060,"Laconia, NH",,,,,
29100,"La Crosse-Onalaska, WI-MN",Goosetown,Goosetown,Goosetown,Goosetown,Goosetown
29180,"Lafayette, LA",,,,,
29200,"Lafayette-West Lafayette, IN",Lincoln | Jesco Hills | Vinton Highlands | Saint Lawrence-McCallister | Highland Park,Lincoln | Jesco Hills | Vinton Highlands | Saint Lawrence-McCallister | Highland Park,Lincoln | Jesco Hills | Vinton Highlands | Saint Lawrence-McCallister | Highland Park,Wabash | Saint Lawrence-McCallister | Vinton Highlands | Lincoln | Highland Park,Lincoln | Jesco Hills | Vinton Highlands | Saint Lawrence-McCallister | Highland Park
29260,"La Grande, OR",,,,,
29300,"LaGrange, GA-AL",,,,,
29340,"Lake Charles, LA",,,,,
29380,"Lake City, FL",,,,,
29420,"Lake Havasu City-Kingman, AZ",,,,,
29460,"Lakeland-Winter Haven, FL",Lakeshore | Lake Bonny | Lake Hollingsworth | Lake Somerset | Southwest,Lakeshore | Lake Bonny | Lake Hollingsworth | Lake Somerset | Southwest,Crystal Lake | Lake Somerset | Lake Hollingsworth | Lakeshore | Southwest,Lakeshore | Lake Bonny | Lake Hollingsworth | Lake Somerset | Southwest,Parker Street | Lake Somerset | Lake Hollingsworth | Lakeshore | Southwest
29500,"Lamesa, TX",,,,,
29540,"Lancaster, PA",Ross | East Side | West End | Stevens | Cabbage Hill,Ross | East Side | West End | Stevens | Cabbage Hill,Ross | East Side | West End | Stevens | Cabbage Hill,Ross | East Side | West End | Stevens | Cabbage Hill,Conestoga Heights | Stevens | West End | Ross | Cabbage Hill
29620,"Lansing-East Lansing, MI",Bailey | Old Everett | Lewton Rich | Forest View | Glencairn,Bailey | Old Everett | Lewton Rich | Forest View | Glencairn,Bailey | Old Everett | Lewton Rich | Forest View | Glencairn,Bailey | Old Everett | Lewton Rich | Forest View | Glencairn,Old Town | Forest View | Lewton Rich | Bailey | Glencairn
29660,"Laramie, WY",,,,,
29700,"Laredo, TX",,,,,
29740,"Las Cruces, NM",Las Esperanzas | Alameda Depot,Las Esperanzas | Alameda Depot,Las Esperanzas | Alameda Depot,Las Esperanzas | Alameda Depot,Alameda Depot | Las Esperanzas
29780,"Las Vegas, NM",,,,,
29820,"Las Vegas-Henderson-Paradise, NV",Michael Way | The Lakes | Paradise | Lone Mountain | Centennial Hills,Michael Way | The Lakes | Paradise | Lone Mountain | Centennial Hills,Meadows Village | Lone Mountain | Paradise | Michael Way | Centennial Hills,Paradise | West Las Vegas | The Strip | Lone Mountain | Centennial Hills,Huntridge | Paradise | West Las Vegas | Michael Way | Sunrise
29860,"Laurel, MS",,,,,
29900,"Laurinburg, NC",,,,,
29940,"Lawrence, KS",Pinckeny | Sunset Hills | Brook Creek | Oread,Pinckeny | Sunset Hills | Brook Creek | Oread,Pinckeny | Sunset Hills | Brook Creek | Oread,Pinckeny | Sunset Hills | Brook Creek | Oread,Pinckeny | Sunset Hills | Brook Creek | Oread
29980,"Lawrenceburg, TN",,,,,
30020,"Lawton, OK",,,,,
30060,"Lebanon, MO",,,,,
30100,"Lebanon, NH-VT",,,,,
30140,"Lebanon, PA",,,,,
30220,"Levelland, TX",,,,,
30260,"Lewisburg, PA",East Buffalo | East Buffalo | Kelly,East Buffalo | East Buffalo | Kelly,East Buffalo | East Buffalo | Kelly,East Buffalo | East Buffalo | Kelly,East Buffalo | East Buffalo | Kelly
30280,"Lewisburg, TN",,,,,
30300,"Lewiston, ID-WA",,,,,
30340,"Lewiston-Auburn, ME",,,,,
30380,"Lewistown, PA",,,,,
30420,"Lexington, NE",,,,,
30460,"Lexington-Fayette, KY",Warrenton-Harmitage Hills-Pinehurst | Blueberry Hill-Brigadoon-Stoneybrook-Baralto | Southland-Deerfield-Open Gates | Eastland Park-Dixie Plantation | Twin Oaks,Fairway-Liberty Heights | University of Kentucky | Warrenton-Harmitage Hills-Pinehurst | Eastland Park-Dixie Plantation | Twin Oaks,Fairway-Liberty Heights | Eastland Park-Dixie Plantation | Southland-Deerfield-Open Gates | Warrenton-Harmitage Hills-Pinehurst | Twin Oaks,Southern Park | Eastland Park-Dixie Plantation | Southland-Deerfield-Open Gates | Warrenton-Harmitage Hills-Pinehurst | Twin Oaks,Kenawood-Rockwood-Hi-Acres-Deep Spring | Duncan Park | Eastland Park-Dixie Plantation | Eastland | Twin Oaks
30580,"Liberal, KS",,,,,
30620,"Lima, OH",,,,,
30660,"Lincoln, IL",,,,,
30700,"Lincoln, NE",Meadowlane | Capitol Beach | Indian Village | West A | Highlands,Meadowlane | Capitol Beach | Indian Village | West A | Highlands,Meadowlane | Capitol Beach | Indian Village | West A | Highlands,Malone | Downtown | Meadowlane | West A | Highlands,Arnold Heights | Downtown | Meadowlane | West A | Highlands
30780,"Little Rock-North Little Rock-Conway, AR",Upper Baseline | Rock Creek | Walnut Valley | Riverdale | Briarwood,Downtown CBD | Riverdale | Walnut Valley | Upper Baseline | Briarwood,Upper Baseline | Rock Creek | Walnut Valley | Riverdale | Briarwood,Westwood-Pecan Lake | Riverdale | Walnut Valley | Upper Baseline | Briarwood,South End | Downtown CBD | Stephens | Riverdale | Briarwood
30820,"Lock Haven, PA",,,,,
30860,"Logan, UT-ID",Hillcrest | Bridger | Ellis | Woodruff | Wilson,Hillcrest | Bridger | Ellis | Woodruff | Wilson,Hillcrest | Bridger | Ellis | Woodruff | Wilson,Hillcrest | Bridger | Ellis | Woodruff | Wilson,Hillcrest | Bridger | Ellis | Woodruff | Wilson
30900,"Logansport, IN",,,,,
